InfoSet,Action,Probability
16|2-3|2,4-6,0.042256314
12|3-5|2,Challenge,0.7373729
12|3-5|2,3-6,0.03879509
12|3-5|2,4-1,0.045782946
12|3-5|2,4-2,0.04005333
12|3-5|2,4-3,0.034552146
12|3-5|2,4-4,0.035031185
12|3-5|2,4-5,0.035407137
12|3-5|2,4-6,0.033005275
12|2-4|5,Challenge,0.06666667
12|2-4|5,2-5,0.06666667
12|2-4|5,2-6,0.06666667
12|2-4|5,3-1,0.06666667
12|2-4|5,3-2,0.06666667
12|2-4|5,3-3,0.06666667
12|2-4|5,3-4,0.06666667
12|2-4|5,3-5,0.06666667
12|2-4|5,3-6,0.06666667
12|2-4|5,4-1,0.06666667
12|2-4|5,4-2,0.06666667
12|2-4|5,4-3,0.06666667
12|2-4|5,4-4,0.06666667
12|2-4|5,4-5,0.06666667
12|2-4|5,4-6,0.06666667
44|3-5|1,Challenge,0.4680148
44|3-5|1,3-6,0.08283636
44|3-5|1,4-1,0.082164824
44|3-5|1,4-2,0.07666747
44|3-5|1,4-3,0.06990003
44|3-5|1,4-4,0.07466576
44|3-5|1,4-5,0.07105118
44|3-5|1,4-6,0.0746996
36|4-6|3,Challenge,1
13|1-5|2,Challenge,0.066975415
13|1-5|2,1-6,0.09543477
13|1-5|2,2-1,0.050799254
13|1-5|2,2-2,0.047243413
13|1-5|2,2-3,0.048078313
13|1-5|2,2-4,0.05813455
13|1-5|2,2-5,0.04722708
13|1-5|2,2-6,0.057508983
13|1-5|2,3-1,0.05028358
13|1-5|2,3-2,0.05165515
13|1-5|2,3-3,0.046714183
13|1-5|2,3-4,0.04571526
13|1-5|2,3-5,0.04205523
13|1-5|2,3-6,0.047494385
13|1-5|2,4-1,0.04027559
13|1-5|2,4-2,0.047346465
13|1-5|2,4-3,0.03702011
13|1-5|2,4-4,0.041826017
13|1-5|2,4-5,0.03908611
13|1-5|2,4-6,0.039126106
26|2-2|1,Challenge,0.06649578
26|2-2|1,2-3,0.06430639
26|2-2|1,2-4,0.06602202
26|2-2|1,2-5,0.058568887
26|2-2|1,2-6,0.059723802
26|2-2|1,3-1,0.0621852
26|2-2|1,3-2,0.068164594
26|2-2|1,3-3,0.061122634
26|2-2|1,3-4,0.061693154
26|2-2|1,3-5,0.0641228
26|2-2|1,3-6,0.05830715
26|2-2|1,4-1,0.055057377
26|2-2|1,4-2,0.052832887
26|2-2|1,4-3,0.051071342
26|2-2|1,4-4,0.0519564
26|2-2|1,4-5,0.0500817
26|2-2|1,4-6,0.048287958
55|2-2|4,Challenge,0.05882353
55|2-2|4,2-3,0.05882353
55|2-2|4,2-4,0.05882353
55|2-2|4,2-5,0.05882353
55|2-2|4,2-6,0.05882353
55|2-2|4,3-1,0.05882353
55|2-2|4,3-2,0.05882353
55|2-2|4,3-3,0.05882353
55|2-2|4,3-4,0.05882353
55|2-2|4,3-5,0.05882353
55|2-2|4,3-6,0.05882353
55|2-2|4,4-1,0.05882353
55|2-2|4,4-2,0.05882353
55|2-2|4,4-3,0.05882353
55|2-2|4,4-4,0.05882353
55|2-2|4,4-5,0.05882353
55|2-2|4,4-6,0.05882353
45|2-6|5,Challenge,0.07692308
45|2-6|5,3-1,0.07692308
45|2-6|5,3-2,0.07692308
45|2-6|5,3-3,0.07692308
45|2-6|5,3-4,0.07692308
45|2-6|5,3-5,0.07692308
45|2-6|5,3-6,0.07692308
45|2-6|5,4-1,0.07692308
45|2-6|5,4-2,0.07692308
45|2-6|5,4-3,0.07692308
45|2-6|5,4-4,0.07692308
45|2-6|5,4-5,0.07692308
45|2-6|5,4-6,0.07692308
45|4-6|10,Challenge,1
55|3-4|5,Challenge,0.11388888
55|3-4|5,3-5,0.11388888
55|3-4|5,3-6,0.11388888
55|3-4|5,4-1,0.11388888
55|3-4|5,4-2,0.10138889
55|3-4|5,4-3,0.11388888
55|3-4|5,4-4,0.11388888
55|3-4|5,4-5,0.11388888
55|3-4|5,4-6,0.10138889
36|4-6|10,Challenge,1
46|4-2|8,Challenge,0.2
46|4-2|8,4-3,0.2
46|4-2|8,4-4,0.2
46|4-2|8,4-5,0.2
46|4-2|8,4-6,0.2
55|4-3|7,Challenge,0.25
55|4-3|7,4-4,0.25
55|4-3|7,4-5,0.25
55|4-3|7,4-6,0.25
23|4-1|4,Challenge,0.45357418
23|4-1|4,4-2,0.12148354
23|4-1|4,4-3,0.1369508
23|4-1|4,4-4,0.10112857
23|4-1|4,4-5,0.09842758
23|4-1|4,4-6,0.08843525
12|4-6|7,Challenge,1
33|1-2|2,Challenge,0.032740444
33|1-2|2,1-3,0.031982873
33|1-2|2,1-4,0.028194992
33|1-2|2,1-5,0.032740444
33|1-2|2,1-6,0.030467719
33|1-2|2,2-1,0.13122527
33|1-2|2,2-2,0.032740444
33|1-2|2,2-3,0.03198287
33|1-2|2,2-4,0.032740444
33|1-2|2,2-5,0.032740444
33|1-2|2,2-6,0.19940709
33|1-2|2,3-1,0.029710142
33|1-2|2,3-2,0.032740444
33|1-2|2,3-3,0.034255594
33|1-2|2,3-4,0.032740444
33|1-2|2,3-5,0.032740444
33|1-2|2,3-6,0.028952567
33|1-2|2,4-1,0.032740444
33|1-2|2,4-2,0.032740444
33|1-2|2,4-3,0.03198287
33|1-2|2,4-4,0.032740444
33|1-2|2,4-5,0.030467717
33|1-2|2,4-6,0.031225294
46|3-6|6,Challenge,0.15367964
46|3-6|6,4-1,0.13852812
46|3-6|6,4-2,0.15367964
46|3-6|6,4-3,0.13095237
46|3-6|6,4-4,0.13852814
46|3-6|6,4-5,0.15367964
46|3-6|6,4-6,0.13095237
56|2-5|4,Challenge,0.05808477
56|2-5|4,2-6,0.06357928
56|2-5|4,3-1,0.06357928
56|2-5|4,3-2,0.111198336
56|2-5|4,3-3,0.06357928
56|2-5|4,3-4,0.111198336
56|2-5|4,3-5,0.06357928
56|2-5|4,3-6,0.111198336
56|2-5|4,4-1,0.06357928
56|2-5|4,4-2,0.06357928
56|2-5|4,4-3,0.05808477
56|2-5|4,4-4,0.048927262
56|2-5|4,4-5,0.056253273
56|2-5|4,4-6,0.06357928
15|4-3|4,Challenge,0.89446014
15|4-3|4,4-4,0.033360425
15|4-3|4,4-5,0.04692955
15|4-3|4,4-6,0.025249923
23|4-4|4,Challenge,0.93268836
23|4-4|4,4-5,0.032198142
23|4-4|4,4-6,0.03511352
26|4-6|9,Challenge,1
66|3-2|4,Challenge,0.14007609
66|3-2|4,3-3,0.07643973
66|3-2|4,3-4,0.07947003
66|3-2|4,3-5,0.07643973
66|3-2|4,3-6,0.07947003
66|3-2|4,4-1,0.07947003
66|3-2|4,4-2,0.14131574
66|3-2|4,4-3,0.10371245
66|3-2|4,4-4,0.0722419
66|3-2|4,4-5,0.07947003
66|3-2|4,4-6,0.07189427
22|3-6|1,Challenge,0.76318663
22|3-6|1,4-1,0.043912236
22|3-6|1,4-2,0.03871634
22|3-6|1,4-3,0.04225846
22|3-6|1,4-4,0.03835712
22|3-6|1,4-5,0.04038582
22|3-6|1,4-6,0.033183467
55|2-4|1,Challenge,0.10222821
55|2-4|1,2-5,0.07765596
55|2-4|1,2-6,0.0669688
55|2-4|1,3-1,0.066499725
55|2-4|1,3-2,0.067659296
55|2-4|1,3-3,0.06477147
55|2-4|1,3-4,0.064599276
55|2-4|1,3-5,0.0695245
55|2-4|1,3-6,0.06304693
55|2-4|1,4-1,0.062030688
55|2-4|1,4-2,0.05814702
55|2-4|1,4-3,0.05925663
55|2-4|1,4-4,0.05732453
55|2-4|1,4-5,0.05773614
55|2-4|1,4-6,0.0625508
36|3-5|2,Challenge,0.56622493
36|3-5|2,3-6,0.07266502
36|3-5|2,4-1,0.067192376
36|3-5|2,4-2,0.07009581
36|3-5|2,4-3,0.05854852
36|3-5|2,4-4,0.05385685
36|3-5|2,4-5,0.054948494
36|3-5|2,4-6,0.05646811
35|4-6|5,Challenge,1
36|4-2|7,Challenge,0.2
36|4-2|7,4-3,0.2
36|4-2|7,4-4,0.2
36|4-2|7,4-5,0.2
36|4-2|7,4-6,0.2
66|4-5|1,Challenge,0.9798578
66|4-5|1,4-6,0.02014218
24|1-3|2,Challenge,0.043174826
24|1-3|2,1-4,0.04264833
24|1-3|2,1-5,0.069127485
24|1-3|2,1-6,0.038944956
24|1-3|2,2-1,0.03913948
24|1-3|2,2-2,0.040265016
24|1-3|2,2-3,0.040686723
24|1-3|2,2-4,0.089984216
24|1-3|2,2-5,0.062156636
24|1-3|2,2-6,0.058720503
24|1-3|2,3-1,0.040104296
24|1-3|2,3-2,0.039797954
24|1-3|2,3-3,0.039565917
24|1-3|2,3-4,0.038706258
24|1-3|2,3-5,0.041112285
24|1-3|2,3-6,0.038045157
24|1-3|2,4-1,0.041069977
24|1-3|2,4-2,0.039285418
24|1-3|2,4-3,0.040998068
24|1-3|2,4-4,0.03956947
24|1-3|2,4-5,0.038930837
24|1-3|2,4-6,0.037966195
66|1-3|2,Challenge,0.040954802
66|1-3|2,1-4,0.03824631
66|1-3|2,1-5,0.073332936
66|1-3|2,1-6,0.040513884
66|1-3|2,2-1,0.0404239
66|1-3|2,2-2,0.040505096
66|1-3|2,2-3,0.06296735
66|1-3|2,2-4,0.040954802
66|1-3|2,2-5,0.03973103
66|1-3|2,2-6,0.10967488
66|1-3|2,3-1,0.04086032
66|1-3|2,3-2,0.03698295
66|1-3|2,3-3,0.040954802
66|1-3|2,3-4,0.040198945
66|1-3|2,3-5,0.039455686
66|1-3|2,3-6,0.040614665
66|1-3|2,4-1,0.037112523
66|1-3|2,4-2,0.040272728
66|1-3|2,4-3,0.037717205
66|1-3|2,4-4,0.038949974
66|1-3|2,4-5,0.03953375
66|1-3|2,4-6,0.040041473
45|3-1|5,Challenge,0.08333334
45|3-1|5,3-2,0.08333334
45|3-1|5,3-3,0.08333334
45|3-1|5,3-4,0.08333334
45|3-1|5,3-5,0.08333334
45|3-1|5,3-6,0.08333334
45|3-1|5,4-1,0.08333334
45|3-1|5,4-2,0.08333334
45|3-1|5,4-3,0.08333334
45|3-1|5,4-4,0.08333334
45|3-1|5,4-5,0.08333334
45|3-1|5,4-6,0.08333334
66|3-6|5,Challenge,0.12606208
66|3-6|5,4-1,0.15441176
66|3-6|5,4-2,0.13725491
66|3-6|5,4-3,0.17156862
66|3-6|5,4-4,0.14730394
66|3-6|5,4-5,0.11486929
66|3-6|5,4-6,0.14852941
13|3-1|2,Challenge,0.17082052
13|3-1|2,3-2,0.08008733
13|3-1|2,3-3,0.08535331
13|3-1|2,3-4,0.082222946
13|3-1|2,3-5,0.07825121
13|3-1|2,3-6,0.08206759
13|3-1|2,4-1,0.0737884
13|3-1|2,4-2,0.07316676
13|3-1|2,4-3,0.07167071
13|3-1|2,4-4,0.07021511
13|3-1|2,4-5,0.06331344
13|3-1|2,4-6,0.06904271
13|2-5|5,Challenge,0.07142857
13|2-5|5,2-6,0.07142857
13|2-5|5,3-1,0.07142857
13|2-5|5,3-2,0.07142857
13|2-5|5,3-3,0.07142857
13|2-5|5,3-4,0.07142857
13|2-5|5,3-5,0.07142857
13|2-5|5,3-6,0.07142857
13|2-5|5,4-1,0.07142857
13|2-5|5,4-2,0.07142857
13|2-5|5,4-3,0.07142857
13|2-5|5,4-4,0.07142857
13|2-5|5,4-5,0.07142857
13|2-5|5,4-6,0.07142857
16|3-1|3,Challenge,0.092672996
16|3-1|3,3-2,0.08254926
16|3-1|3,3-3,0.097193815
16|3-1|3,3-4,0.094364956
16|3-1|3,3-5,0.08724768
16|3-1|3,3-6,0.07541269
16|3-1|3,4-1,0.09405197
16|3-1|3,4-2,0.07826749
16|3-1|3,4-3,0.08212499
16|3-1|3,4-4,0.07264341
16|3-1|3,4-5,0.07247697
16|3-1|3,4-6,0.07099384
45|4-1|7,Challenge,0.16666667
45|4-1|7,4-2,0.16666667
45|4-1|7,4-3,0.16666667
45|4-1|7,4-4,0.16666667
45|4-1|7,4-5,0.16666667
45|4-1|7,4-6,0.16666667
16|4-2|4,Challenge,0.73769814
16|4-2|4,4-3,0.067352496
16|4-2|4,4-4,0.065583944
16|4-2|4,4-5,0.06988051
16|4-2|4,4-6,0.05948492
44|2-6|3,Challenge,0.06972931
44|2-6|3,3-1,0.0988989
44|2-6|3,3-2,0.06204434
44|2-6|3,3-3,0.06178055
44|2-6|3,3-4,0.16250437
44|2-6|3,3-5,0.0646254
44|2-6|3,3-6,0.07536972
44|2-6|3,4-1,0.10015369
44|2-6|3,4-2,0.06596726
44|2-6|3,4-3,0.061883222
44|2-6|3,4-4,0.05671198
44|2-6|3,4-5,0.06036226
44|2-6|3,4-6,0.059968952
14|4-4|6,Challenge,0.6712418
14|4-4|6,4-5,0.21372546
14|4-4|6,4-6,0.115032665
46|3-1|5,Challenge,0.08585859
46|3-1|5,3-2,0.08585859
46|3-1|5,3-3,0.070707075
46|3-1|5,3-4,0.08585859
46|3-1|5,3-5,0.08585859
46|3-1|5,3-6,0.08585859
46|3-1|5,4-1,0.08585859
46|3-1|5,4-2,0.070707075
46|3-1|5,4-3,0.08585859
46|3-1|5,4-4,0.08585859
46|3-1|5,4-5,0.08585859
46|3-1|5,4-6,0.08585859
45|4-6|1,Challenge,1
16|3-4|6,Challenge,0.11111111
16|3-4|6,3-5,0.11111111
16|3-4|6,3-6,0.11111111
16|3-4|6,4-1,0.11111111
16|3-4|6,4-2,0.11111111
16|3-4|6,4-3,0.11111111
16|3-4|6,4-4,0.11111111
16|3-4|6,4-5,0.11111111
16|3-4|6,4-6,0.11111111
11|4-2|7,Challenge,0.2
11|4-2|7,4-3,0.2
11|4-2|7,4-4,0.2
11|4-2|7,4-5,0.2
11|4-2|7,4-6,0.2
23|3-1|5,Challenge,0.083333336
23|3-1|5,3-2,0.083333336
23|3-1|5,3-3,0.083333336
23|3-1|5,3-4,0.083333336
23|3-1|5,3-5,0.083333336
23|3-1|5,3-6,0.083333336
23|3-1|5,4-1,0.083333336
23|3-1|5,4-2,0.083333336
23|3-1|5,4-3,0.083333336
23|3-1|5,4-4,0.083333336
23|3-1|5,4-5,0.083333336
23|3-1|5,4-6,0.083333336
11|3-1|3,Challenge,0.11477171
11|3-1|3,3-2,0.097999044
11|3-1|3,3-3,0.084873356
11|3-1|3,3-4,0.07448943
11|3-1|3,3-5,0.07331958
11|3-1|3,3-6,0.0731892
11|3-1|3,4-1,0.07896961
11|3-1|3,4-2,0.08964667
11|3-1|3,4-3,0.07643694
11|3-1|3,4-4,0.082536615
11|3-1|3,4-5,0.07901723
11|3-1|3,4-6,0.07475057
23|4-2|7,Challenge,0.2
23|4-2|7,4-3,0.2
23|4-2|7,4-4,0.2
23|4-2|7,4-5,0.2
23|4-2|7,4-6,0.2
26|3-3|2,Challenge,0.2635606
26|3-3|2,3-4,0.093751036
26|3-3|2,3-5,0.08777669
26|3-3|2,3-6,0.091885395
26|3-3|2,4-1,0.08094037
26|3-3|2,4-2,0.07868452
26|3-3|2,4-3,0.077382386
26|3-3|2,4-4,0.07686334
26|3-3|2,4-5,0.07153777
26|3-3|2,4-6,0.07761799
33|3-3|1,Challenge,0.116911866
33|3-3|1,3-4,0.10710609
33|3-3|1,3-5,0.10772273
33|3-3|1,3-6,0.10364611
33|3-3|1,4-1,0.09963533
33|3-3|1,4-2,0.09656803
33|3-3|1,4-3,0.096514754
33|3-3|1,4-4,0.09138268
33|3-3|1,4-5,0.08982565
33|3-3|1,4-6,0.09068683
24|4-1|6,Challenge,0.15942028
24|4-1|6,4-2,0.20289855
24|4-1|6,4-3,0.18115944
24|4-1|6,4-4,0.15507247
24|4-1|6,4-5,0.15072463
24|4-1|6,4-6,0.15072463
44|4-2|2,Challenge,0.92816633
44|4-2|2,4-3,0.018821826
44|4-2|2,4-4,0.014540898
44|4-2|2,4-5,0.021169152
44|4-2|2,4-6,0.01730185
36|4-3|1,Challenge,0.927345
36|4-3|1,4-4,0.023134071
36|4-3|1,4-5,0.024599422
36|4-3|1,4-6,0.02492154
25|2-6|2,Challenge,0.2455208
25|2-6|2,3-1,0.07115777
25|2-6|2,3-2,0.0682089
25|2-6|2,3-3,0.07397289
25|2-6|2,3-4,0.0626428
25|2-6|2,3-5,0.06515217
25|2-6|2,3-6,0.07181947
25|2-6|2,4-1,0.060112674
25|2-6|2,4-2,0.059207354
25|2-6|2,4-3,0.05634004
25|2-6|2,4-4,0.054140527
25|2-6|2,4-5,0.055370722
25|2-6|2,4-6,0.05635375
14|1-5|4,Challenge,0.049999993
14|1-5|4,1-6,0.049999993
14|1-5|4,2-1,0.049999993
14|1-5|4,2-2,0.049999993
14|1-5|4,2-3,0.049999993
14|1-5|4,2-4,0.049999993
14|1-5|4,2-5,0.049999993
14|1-5|4,2-6,0.049999993
14|1-5|4,3-1,0.049999993
14|1-5|4,3-2,0.049999993
14|1-5|4,3-3,0.049999993
14|1-5|4,3-4,0.049999993
14|1-5|4,3-5,0.049999993
14|1-5|4,3-6,0.049999993
14|1-5|4,4-1,0.049999993
14|1-5|4,4-2,0.049999993
14|1-5|4,4-3,0.049999993
14|1-5|4,4-4,0.049999993
14|1-5|4,4-5,0.049999993
14|1-5|4,4-6,0.049999993
36|3-1|4,Challenge,0.21235764
36|3-1|4,3-2,0.057492014
36|3-1|4,3-3,0.15855269
36|3-1|4,3-4,0.05391762
36|3-1|4,3-5,0.07571344
36|3-1|4,3-6,0.06112309
36|3-1|4,4-1,0.06031794
36|3-1|4,4-2,0.07964161
36|3-1|4,4-3,0.07520537
36|3-1|4,4-4,0.054936264
36|3-1|4,4-5,0.06112309
36|3-1|4,4-6,0.049619168
56|2-5|2,Challenge,0.08617589
56|2-5|2,2-6,0.08037071
56|2-5|2,3-1,0.07329822
56|2-5|2,3-2,0.082609184
56|2-5|2,3-3,0.074050024
56|2-5|2,3-4,0.07356298
56|2-5|2,3-5,0.0722772
56|2-5|2,3-6,0.07539029
56|2-5|2,4-1,0.071624905
56|2-5|2,4-2,0.06819198
56|2-5|2,4-3,0.056608092
56|2-5|2,4-4,0.062442437
56|2-5|2,4-5,0.062681474
56|2-5|2,4-6,0.060716633
34|4-5|2,Challenge,0.9949923
34|4-5|2,4-6,0.0050077043
66|1-5|3,Challenge,0.049999993
66|1-5|3,1-6,0.049999993
66|1-5|3,2-1,0.049999993
66|1-5|3,2-2,0.049999993
66|1-5|3,2-3,0.049999993
66|1-5|3,2-4,0.049999993
66|1-5|3,2-5,0.049999993
66|1-5|3,2-6,0.049999993
66|1-5|3,3-1,0.049999993
66|1-5|3,3-2,0.049999993
66|1-5|3,3-3,0.049999993
66|1-5|3,3-4,0.049999993
66|1-5|3,3-5,0.049999993
66|1-5|3,3-6,0.049999993
66|1-5|3,4-1,0.049999993
66|1-5|3,4-2,0.049999993
66|1-5|3,4-3,0.049999993
66|1-5|3,4-4,0.049999993
66|1-5|3,4-5,0.049999993
66|1-5|3,4-6,0.049999993
23|4-2|5,Challenge,0.32346362
23|4-2|5,4-3,0.2177947
23|4-2|5,4-4,0.16434094
23|4-2|5,4-5,0.14946313
23|4-2|5,4-6,0.14493759
12|2-4|3,Challenge,0.05934806
12|2-4|3,2-5,0.07371575
12|2-4|3,2-6,0.08824636
12|2-4|3,3-1,0.07312473
12|2-4|3,3-2,0.05610546
12|2-4|3,3-3,0.08033175
12|2-4|3,3-4,0.10353755
12|2-4|3,3-5,0.06368007
12|2-4|3,3-6,0.055887125
12|2-4|3,4-1,0.057700027
12|2-4|3,4-2,0.06220247
12|2-4|3,4-3,0.06479808
12|2-4|3,4-4,0.053117625
12|2-4|3,4-5,0.05319943
12|2-4|3,4-6,0.05500548
24|2-2|1,Challenge,0.06605213
24|2-2|1,2-3,0.06250561
24|2-2|1,2-4,0.060501006
24|2-2|1,2-5,0.06357791
24|2-2|1,2-6,0.069618724
24|2-2|1,3-1,0.0666496
24|2-2|1,3-2,0.062029764
24|2-2|1,3-3,0.06755663
24|2-2|1,3-4,0.062653735
24|2-2|1,3-5,0.060436822
24|2-2|1,3-6,0.060590107
24|2-2|1,4-1,0.055369124
24|2-2|1,4-2,0.050665043
24|2-2|1,4-3,0.04838027
24|2-2|1,4-4,0.047955718
24|2-2|1,4-5,0.04868125
24|2-2|1,4-6,0.0467765
24|4-6|7,Challenge,1
46|4-5|1,Challenge,0.99108136
46|4-5|1,4-6,0.008918618
25|4-3|9,Challenge,0.25
25|4-3|9,4-4,0.25
25|4-3|9,4-5,0.25
25|4-3|9,4-6,0.25
45|4-2|8,Challenge,0.2
45|4-2|8,4-3,0.2
45|4-2|8,4-4,0.2
45|4-2|8,4-5,0.2
45|4-2|8,4-6,0.2
25|3-3|2,Challenge,0.5596821
25|3-3|2,3-4,0.05296585
25|3-3|2,3-5,0.05220157
25|3-3|2,3-6,0.053726383
25|3-3|2,4-1,0.050281215
25|3-3|2,4-2,0.04850222
25|3-3|2,4-3,0.046511542
25|3-3|2,4-4,0.045900468
25|3-3|2,4-5,0.045573458
25|3-3|2,4-6,0.04465528
45|3-5|3,Challenge,0.45774332
45|3-5|3,3-6,0.09422731
45|3-5|3,4-1,0.091097385
45|3-5|3,4-2,0.07932187
45|3-5|3,4-3,0.07252868
45|3-5|3,4-4,0.06729712
45|3-5|3,4-5,0.06838537
45|3-5|3,4-6,0.06939889
26|1-4|1,Challenge,0.06460711
26|1-4|1,1-5,0.048904784
26|1-4|1,1-6,0.06278617
26|1-4|1,2-1,0.05811104
26|1-4|1,2-2,0.065011494
26|1-4|1,2-3,0.051279847
26|1-4|1,2-4,0.050271444
26|1-4|1,2-5,0.04678257
26|1-4|1,2-6,0.04756336
26|1-4|1,3-1,0.0482638
26|1-4|1,3-2,0.044299748
26|1-4|1,3-3,0.04682604
26|1-4|1,3-4,0.045602243
26|1-4|1,3-5,0.054701716
26|1-4|1,3-6,0.041942544
26|1-4|1,4-1,0.03926872
26|1-4|1,4-2,0.037912555
26|1-4|1,4-3,0.036758024
26|1-4|1,4-4,0.03596526
26|1-4|1,4-5,0.03674166
26|1-4|1,4-6,0.036399882
12|4-4|7,Challenge,0.36363637
12|4-4|7,4-5,0.3181818
12|4-4|7,4-6,0.3181818
36|4-3|2,Challenge,0.95091367
36|4-3|2,4-4,0.017589906
36|4-3|2,4-5,0.014702735
36|4-3|2,4-6,0.016793812
34|1-6|2,Challenge,0.09235323
34|1-6|2,2-1,0.05939644
34|1-6|2,2-2,0.05682968
34|1-6|2,2-3,0.050633416
34|1-6|2,2-4,0.05075632
34|1-6|2,2-5,0.051208656
34|1-6|2,2-6,0.05017052
34|1-6|2,3-1,0.0480108
34|1-6|2,3-2,0.05101041
34|1-6|2,3-3,0.053798582
34|1-6|2,3-4,0.05292767
34|1-6|2,3-5,0.05026707
34|1-6|2,3-6,0.053554934
34|1-6|2,4-1,0.04882363
34|1-6|2,4-2,0.045991976
34|1-6|2,4-3,0.046613175
34|1-6|2,4-4,0.044079304
34|1-6|2,4-5,0.046271928
34|1-6|2,4-6,0.047302224
34|4-5|1,Challenge,0.98806685
34|4-5|1,4-6,0.011933174
22|4-4|5,Challenge,0.7106918
22|4-4|5,4-5,0.13522013
22|4-4|5,4-6,0.15408805
34|3-5|3,Challenge,0.5068077
34|3-5|3,3-6,0.078680106
34|3-5|3,4-1,0.07808031
34|3-5|3,4-2,0.081775576
34|3-5|3,4-3,0.06921811
34|3-5|3,4-4,0.06328042
34|3-5|3,4-5,0.061924234
34|3-5|3,4-6,0.060233522
23|2-4|3,Challenge,0.24207851
23|2-4|3,2-5,0.05865771
23|2-4|3,2-6,0.068394326
23|2-4|3,3-1,0.06854677
23|2-4|3,3-2,0.05100895
23|2-4|3,3-3,0.049147453
23|2-4|3,3-4,0.08511697
23|2-4|3,3-5,0.0469467
23|2-4|3,3-6,0.043403406
23|2-4|3,4-1,0.048087105
23|2-4|3,4-2,0.046680205
23|2-4|3,4-3,0.05835365
23|2-4|3,4-4,0.044794258
23|2-4|3,4-5,0.04605167
23|2-4|3,4-6,0.042732242
25|2-6|6,Challenge,0.07692308
25|2-6|6,3-1,0.07692308
25|2-6|6,3-2,0.07692308
25|2-6|6,3-3,0.07692308
25|2-6|6,3-4,0.07692308
25|2-6|6,3-5,0.07692308
25|2-6|6,3-6,0.07692308
25|2-6|6,4-1,0.07692308
25|2-6|6,4-2,0.07692308
25|2-6|6,4-3,0.07692308
25|2-6|6,4-4,0.07692308
25|2-6|6,4-5,0.07692308
25|2-6|6,4-6,0.07692308
34|2-6|7,Challenge,0.07692308
34|2-6|7,3-1,0.07692308
34|2-6|7,3-2,0.07692308
34|2-6|7,3-3,0.07692308
34|2-6|7,3-4,0.07692308
34|2-6|7,3-5,0.07692308
34|2-6|7,3-6,0.07692308
34|2-6|7,4-1,0.07692308
34|2-6|7,4-2,0.07692308
34|2-6|7,4-3,0.07692308
34|2-6|7,4-4,0.07692308
34|2-6|7,4-5,0.07692308
34|2-6|7,4-6,0.07692308
45|4-6|6,Challenge,1
14|2-6|4,Challenge,0.09598133
14|2-6|4,3-1,0.050739553
14|2-6|4,3-2,0.054573055
14|2-6|4,3-3,0.06071503
14|2-6|4,3-4,0.116891816
14|2-6|4,3-5,0.094343096
14|2-6|4,3-6,0.08070354
14|2-6|4,4-1,0.109432966
14|2-6|4,4-2,0.101665474
14|2-6|4,4-3,0.0680235
14|2-6|4,4-4,0.05480334
14|2-6|4,4-5,0.054391816
14|2-6|4,4-6,0.057735436
22|2-5|2,Challenge,0.11061966
22|2-5|2,2-6,0.0727462
22|2-5|2,3-1,0.0894175
22|2-5|2,3-2,0.08355028
22|2-5|2,3-3,0.07596457
22|2-5|2,3-4,0.06794612
22|2-5|2,3-5,0.07226432
22|2-5|2,3-6,0.06307801
22|2-5|2,4-1,0.063789584
22|2-5|2,4-2,0.059494488
22|2-5|2,4-3,0.06567993
22|2-5|2,4-4,0.059545677
22|2-5|2,4-5,0.060968883
22|2-5|2,4-6,0.05493468
44|1-5|1,Challenge,0.053960122
44|1-5|1,1-6,0.060726706
44|1-5|1,2-1,0.051813528
44|1-5|1,2-2,0.04788112
44|1-5|1,2-3,0.053518157
44|1-5|1,2-4,0.05733913
44|1-5|1,2-5,0.053827368
44|1-5|1,2-6,0.052044462
44|1-5|1,3-1,0.050308563
44|1-5|1,3-2,0.048978742
44|1-5|1,3-3,0.049482487
44|1-5|1,3-4,0.054735202
44|1-5|1,3-5,0.051605284
44|1-5|1,3-6,0.050535854
44|1-5|1,4-1,0.04593097
44|1-5|1,4-2,0.04424407
44|1-5|1,4-3,0.041324582
44|1-5|1,4-4,0.045986433
44|1-5|1,4-5,0.043989033
44|1-5|1,4-6,0.041768324
11|4-5|7,Challenge,0.5833333
11|4-5|7,4-6,0.41666666
15|3-5|1,Challenge,0.36125085
15|3-5|1,3-6,0.10703025
15|3-5|1,4-1,0.09989252
15|3-5|1,4-2,0.086444795
15|3-5|1,4-3,0.08601948
15|3-5|1,4-4,0.089035794
15|3-5|1,4-5,0.08383688
15|3-5|1,4-6,0.0864895
23|4-5|2,Challenge,0.99582386
23|4-5|2,4-6,0.004176158
66|4-2|4,Challenge,0.6938013
66|4-2|4,4-3,0.0964913
66|4-2|4,4-4,0.06277688
66|4-2|4,4-5,0.070587695
66|4-2|4,4-6,0.07634282
56|3-6|2,Challenge,0.47894666
56|3-6|2,4-1,0.095022775
56|3-6|2,4-2,0.09269453
56|3-6|2,4-3,0.08594907
56|3-6|2,4-4,0.081339896
56|3-6|2,4-5,0.08460256
56|3-6|2,4-6,0.0814444
35|4-2|3,Challenge,0.87155205
35|4-2|3,4-3,0.04729092
35|4-2|3,4-4,0.02735922
35|4-2|3,4-5,0.029677026
35|4-2|3,4-6,0.024120763
15|4-2|5,Challenge,0.5405252
15|4-2|5,4-3,0.11882793
15|4-2|5,4-4,0.13347581
15|4-2|5,4-5,0.10772807
